ID,GoogleMapsID,Name,Types,Address,Phone Number,International Phone Number,Opening hours,Website,Operational,Rating,Total Reviewers,Reviews,Wheelchair Accessible,Latitude,Longitude
25,ChIJkcpVFnBOVBMRqOr9Irl7bes,Winery & Hotel „Kokino“,"['lodging', 'food', 'point_of_interest', 'establishment']","Kozjacka 15, Kumanovo",070 236 562,+389 70 236 562,"['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200912:00\u202fPM']",https://kokino-wineryhotel.business.site/,OPERATIONAL,4.8,139,"[{'review_author': 'Rozalija Obajdin', 'rating': '4', 'text': 'Great place to stay if you are passing by Kumanovo. This was a perfect spot to make a night stop while travelling to Greece.\n\nThey had a baby cot and staff is wonderful.', 'relative_time_description': '6 months ago'}, {'review_author': 'Jelena JJ', 'rating': '4', 'text': ""Very nice & clean accomodation, but expected more and smth different (there is no impression that you're staying in a winery, but in an ordinary, though very coasy, hotel)"", 'relative_time_description': '4 months ago'}, {'review_author': 'Anastasia', 'rating': '5', 'text': 'Good place, really clean and comfortable. Recommend for family’s with children', 'relative_time_description': 'a month ago'}, {'review_author': 'Florina Ioana', 'rating': '5', 'text': 'It is perfectly clean and great stop if you need to sleep on your way. Great wine and nice stay on the terrace. Owner is very nice and welcoming.', 'relative_time_description': '4 years ago'}, {'review_author': 'Ben Nykiel', 'rating': '5', 'text': 'Hidden jewel\nReally really nice place\nClean\nSuper people\nWe stay till 12 pm talking live drinking best wine\nGot some to go 🍻😜\nWe left some stuff behind\nOwner pick them up and met us by boarder\nWow!!\nThere are still good people\nU can find them here', 'relative_time_description': '2 years ago'}]",,42.1159721,21.7482767
26,ChIJT2v94mKTVRMRvM9IhOUzAvs,Vinarija Jordanov,"['food', 'point_of_interest', 'establishment']",Local Road MK,070 309 975,+389 70 309 975,[],,OPERATIONAL,0.0,0,[],,41.9168865,22.4083052
27,ChIJUa02iv-NVRMR3fS_pctTWzs,Vinika Winery,"['food', 'point_of_interest', 'establishment']","Ilindenska 4, Vinica",078 451 456,+389 78 451 456,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",https://www.vinika.mk/,OPERATIONAL,0.0,0,[],,41.8859178,22.5001307
28,ChIJ40phiwW1VRMROwz5Os_sg0Y,ZIK Winery,"['food', 'point_of_interest', 'establishment']","2W3H+G56, K'shanje",071 209 603,+389 71 209 603,"['Monday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",http://zikwine.com/,OPERATIONAL,5.0,8,"[{'review_author': 'Mile Kostov', 'rating': '5', 'text': '', 'relative_time_description': '3 years ago'}, {'review_author': 'Kokan Stojanovski', 'rating': '5', 'text': '', 'relative_time_description': '3 years ago'}, {'review_author': 'lukas stojanovski', 'rating': '5', 'text': '', 'relative_time_description': '4 years ago'}, {'review_author': 'Stojan Pesevski', 'rating': '5', 'text': '', 'relative_time_description': '3 years ago'}, {'review_author': 'Jovanka Savkovska', 'rating': '5', 'text': '', 'relative_time_description': 'a year ago'}]",,42.0037876,21.9278854
29,ChIJOZD-7GOTVRMRQo_loJeMwIg,Vinarija Jordanov,"['food', 'point_of_interest', 'establishment']","Gjorgi Boskov 52 s, Beli",070 309 975,+389 70 309 975,[],,OPERATIONAL,1.0,1,"[{'review_author': 'Metodi Stefanov', 'rating': '1', 'text': '', 'relative_time_description': '3 years ago'}]",,41.9285061,22.3799723
30,ChIJu2pBd21OVBMRb8PdMnotlSU,Vinarija PREMIUM,"['food', 'point_of_interest', 'establishment']","4P8X+FF9, Kumanovo",,,[],,CLOSED_TEMPORARILY,4.9,10,"[{'review_author': 'Gay De Bil', 'rating': '5', 'text': 'Andrej is great housekeeper, very open and friendly. Free testing of his wine for customers is good idea, but you must say that you want just test it, not drink to death, otherwise he will bring you half liter of each..;-) Rose is top dog of his wines, try it! Vranec is good also and it is local species. Rooms are clean and comfy. His parents helping him are very friendly too. The place is..a bit...hidden and near industrial zone, but it does not matter, this hotel is ""must be in"" if you look for an accomodation near this location. Good prices at all, good wine, good fella on the reception, what more are you waiting for? Go there! Absowinelutely!\nPS: bring some meat for the cats.', 'relative_time_description': '5 years ago'}, {'review_author': 'Zoran Janković', 'rating': '5', 'text': 'Excellent Hotel. Quiet area. Clean and tidy. All possible Serbian channels on TVs in the rooms. Excellent breakfast. Beautiful ambience outside.\nThe owner, Andrej, is a wonderful man.\nBeautiful wines.\nAll the best!!!', 'relative_time_description': '5 years ago'}, {'review_author': 'Александр М', 'rating': '5', 'text': 'Very good! quiet, large room, super bathroom', 'relative_time_description': '5 years ago'}, {'review_author': 'Agro Flora', 'rating': '5', 'text': '', 'relative_time_description': '5 years ago'}, {'review_author': 'xvolume', 'rating': '4', 'text': '', 'relative_time_description': '5 years ago'}]",,42.1161624,21.7487212
31,ChIJhzWrOguJVRMRHhDmSQ9205o,Winery DRUM - Винарија ДРУМ,"['food', 'point_of_interest', 'establishment']","VJW3+3XG, Dragobrashte",078 350 406,+389 78 350 406,"['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",,OPERATIONAL,0.0,0,[],,41.8951769,22.6049661
32,ChIJacEi5bmNVRMRa6QXwZwNyKg,GALVIN WINERY&VINEYARDS,"['food', 'point_of_interest', 'establishment']","VGM4+882, Marsal Tito, Vinica",,,[],,OPERATIONAL,0.0,0,[],,41.883273,22.5057707
33,ChIJOztc23aNVRMRX0DyR4kvyw0,Galvin,"['food', 'point_of_interest', 'establishment']","VFVR+P9V, Vinica",,,[],,OPERATIONAL,0.0,0,[],,41.8945413,22.4905057
34,ChIJT2v94mKTVRMRvM9IhOUzAvs,Vinarija Jordanov,"['food', 'point_of_interest', 'establishment']",Local Road MK,070 309 975,+389 70 309 975,[],,OPERATIONAL,0.0,0,[],,41.9168865,22.4083052
35,ChIJUa02iv-NVRMR3fS_pctTWzs,Vinika Winery,"['food', 'point_of_interest', 'establishment']","Ilindenska 4, Vinica",078 451 456,+389 78 451 456,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",https://www.vinika.mk/,OPERATIONAL,0.0,0,[],,41.8859178,22.5001307
36,ChIJOZD-7GOTVRMRQo_loJeMwIg,Vinarija Jordanov,"['food', 'point_of_interest', 'establishment']","Gjorgi Boskov 52 s, Beli",070 309 975,+389 70 309 975,[],,OPERATIONAL,1.0,1,"[{'review_author': 'Metodi Stefanov', 'rating': '1', 'text': '', 'relative_time_description': '3 years ago'}]",,41.9285061,22.3799723
37,ChIJefYG9sD7VRMRxPeuoS87b7E,“Kukutanov“ Winery - Винарија “Кукутанов“,"['food', 'point_of_interest', 'establishment']","Bela Crkva bb, Radovish",078 412 927,+389 78 412 927,"['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']",http://www.kukutanov.com/,OPERATIONAL,4.0,1,"[{'review_author': 'Dimitar Bozadjiev', 'rating': '4', 'text': 'Excellent wines and excellent hospitality.', 'relative_time_description': '3 weeks ago'}]",,41.6310025,22.4657802
38,ChIJF6O74m0CqhQR5od65h9Ofj0,Dalvina Winery,"['liquor_store', 'storage', 'food', 'point_of_interest', 'store', 'establishment']","R1302, Hamzali",034 375 578,+389 34 375 578,"['Monday: 7:30\u202fAM\u2009–\u20093:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20093:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20093:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20093:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20093:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",http://www.dalvina.com.mk/,OPERATIONAL,4.8,20,"[{'review_author': 'Kiprijan', 'rating': '5', 'text': 'top-grade grapes, exclusive technology, with great love, special assortment of wines!\nI recommend them!\n🍷cheers!', 'relative_time_description': '4 years ago'}, {'review_author': 'Christoph Meyer', 'rating': '5', 'text': 'One of the best wineries in Europe!', 'relative_time_description': '7 months ago'}, {'review_author': 'Lorens Panzov', 'rating': '5', 'text': ""Excellent winery, I don't know which wine is better, they have an excellent barrique of Sirah, Vranac and others"", 'relative_time_description': '3 months ago'}, {'review_author': 'Sergej Delov', 'rating': '5', 'text': 'Excellent wine, very good experience, recommendations for all tourists', 'relative_time_description': 'a year ago'}, {'review_author': 'Robert Martinovski', 'rating': '5', 'text': 'Amphora law, best buy, great quality for decent money', 'relative_time_description': '4 years ago'}]",True,41.4899341,22.7446734
39,ChIJW7BhA8xtVhMRkM7Qs5-jusI,Royal winery „Queen Maria“,"['food', 'point_of_interest', 'establishment']","Marshal Tito 63, 1442",070 324 921,+389 70 324 921,"['Monday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200911:00\u202fPM']",https://wineryqueenmaria.com/,OPERATIONAL,4.6,157,"[{'review_author': 'Jelmer W', 'rating': '5', 'text': ""Can't comment on the rooms; only went here for the wine and food.\n\nExcellent price and quality of wines and food. We had a very good experience here with a nice server. We asked for some food and some wines to taste. What followed was a three hour experience in which practically all wines were given to us as well as a rakija.\n\nThe wines are excellent. We also had the cheese / meat platter, a pizza and a salad which were all tasty.\n\nAll of this cost us less than 2500 denar which is a lot less than I would have expected from a place like this. Definitely recommend."", 'relative_time_description': '6 months ago'}, {'review_author': 'Janusz Dobkowski', 'rating': '4', 'text': 'Winery offering also rooms. There are two restaurants available for family events. Located at the entrance to the city. Big park with peacocks walking loose around.', 'relative_time_description': '2 months ago'}, {'review_author': 'Igor Gasenberger (Gas)', 'rating': '5', 'text': 'Very organized and professional winery. Great food and local traditional wines. Every recommendation for this place. Must wist place if you are near by!', 'relative_time_description': '5 months ago'}, {'review_author': 'Knut Grønnvoll', 'rating': '5', 'text': 'Great restaurant with excellent wine and good food. Better wine and service than the more famous Popova Kula for a much better price.', 'relative_time_description': '3 months ago'}, {'review_author': 'Aleksandra Arsova', 'rating': '5', 'text': 'Peaceful and historical winery with an amazing nature around. The hosts were very polite and the food was amazing. The red wine that they produce was very good! Highly recommend this place!', 'relative_time_description': '6 months ago'}]",True,41.4140987,22.233366
40,ChIJdyDA_jltVhMR8OtaYrkgnKQ,Winery „Popova kula“,"['liquor_store', 'lodging', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Wine Boulevard No.1, Demir Kapija",076 432 630,+389 76 432 630,"['Monday: 8:00\u202fAM\u2009–\u200911:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200911:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200911:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200911:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200911:30\u202fPM']",http://www.popovakula.com.mk/,OPERATIONAL,4.5,570,"[{'review_author': 'James Thompson', 'rating': '2', 'text': ""The food and wine are very good with great restaurant service.\n\nBUT.... the accommodation is very basic.\n\n* A queen room is 2 x very cheap single beds. Extremely uncomfortable\n\n* There is no tea or coffee facilities.\n\n* The telephone to reception doesn't work.\n\n* The minibar is not sufficient.\n\n* There is no working WIFI, other than in reception.\n\n* No working TV\n\n* The reception staff are most unhelpful.\n\n* Access to the property is along a very poor dirt road.\n\n* The photos look nice, but so do all photos....\n\nRecommend staying somewhere more comfortable."", 'relative_time_description': 'a month ago'}, {'review_author': 'Dana', 'rating': '5', 'text': ""We made a stop from our way from Greece and it was a perfect and peaceful accommodation to pick. Food was okay, but wine... oh, man! I am a wine lover and you must try their Classic Vranec! If you love red dry wine you will fall in love with this one. We bought a few bottles to have it at our home too. We'll definitely come again. The staff was friendly too and the beds were comfy, the atmosphere and the view were lovely."", 'relative_time_description': '2 months ago'}, {'review_author': 'Henk de Lange', 'rating': '4', 'text': ""We had a lovely stay at the winery. We enjoyed the room with air conditioning, the wine, the food, the people and of course the views over the wine field. What a pity that some details were not ok. The wifi is having bad a connection while there are many access points. The two TV's gave both no signal. The road is being improved. And the weather was superb!"", 'relative_time_description': 'a month ago'}, {'review_author': 'Jeremy Deniel Vér', 'rating': '3', 'text': 'Beautiful place, very big room, they knew English (good thing).\n\nThe room was a littlebit dirtier than expected, but not as much to be a problem. The jacuzzi and the TV did not work sadly,  the Wifi had a poor signal.\n\nDespite of theese, it was a good experience in overall.', 'relative_time_description': '2 months ago'}, {'review_author': 'Ingrid', 'rating': '5', 'text': ""Do yourself a favour when you are in North Macedonia & go to this Winery & stay at the hotel for a couple of nights you won't be disappointed.\n\nWe stayed in the main part of the hotel & just loved the original beautiful place it is.\n\nWe did a tour (free & highly recommend) Elena told us about the very beginnings of Popova Kula, where the name originated & her passion clearly showed. We entered the tower & was blown away about the views & the true Macedonian style.\n\nThen the food!!! Just so good it was a joy to eat and drink their beautiful wine & the waiters where happy to talk so we learned lots about Macedonia.\n\nMet the ladies that clean the rooms & they quickly replenished the bathroom & made sure all was okay\n\nHighly recommend."", 'relative_time_description': '2 months ago'}]",True,41.410885,22.226565
41,ChIJ62aJNuAlVhMRQCFltDCTTls,Jostela Winery,"['food', 'point_of_interest', 'establishment']","Moinski Pat, Gevgelija",070 305 149,+389 70 305 149,"['Monday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM']",http://www.jostela.com/,OPERATIONAL,5.0,20,"[{'review_author': 'slavica makarovska', 'rating': '5', 'text': 'Jostela Winery: A true gem! Exceptional wines, warm ambiance, and friendly staff. A perfect blend of taste and hospitality. A must-visit destination for wine lovers!"" 🍷🌟', 'relative_time_description': '2 weeks ago'}, {'review_author': 'Kay Lacy', 'rating': '5', 'text': 'Out of the many of wineries I have visited in my life, Jostela is by far the most gracious and welcoming. Amongst their humble surroundings, they manage to provide some of the best wines and rakija I have tasted in years. Their incredible hospitality made me feel like I was visiting old friends. 10/10 will visit again', 'relative_time_description': 'in the last week'}, {'review_author': 'Ivana Saragjinova', 'rating': '5', 'text': 'Awesome wine tasting, delicious wine, great hosts. The whole experience was amazing. Recommend.', 'relative_time_description': '2 weeks ago'}, {'review_author': 'Marko Kostovski', 'rating': '5', 'text': 'This is my first time coming here. A friend told me about this place and how beautiful it is especially on sunny days, and that I need to visit it. They were not wrong - I loved every minute of my stay! The atmosphere is so cozy, the owner is warm and welcoming and gave us a wonderful tour. The wines are exquisite, and I especially loved the cherry liqueur. The degustation featured some nice cheese and ham plates all from local small producers and was delicious! Highly recommend!!', 'relative_time_description': 'in the last week'}, {'review_author': 'Ratko Ratkovikj', 'rating': '5', 'text': 'An experience like no other! The owners are amazing and gave us a wonderful tour of the winery. The property itself is beautiful, peaceful and surrounded by greenery. The wines are truly one of the best in Macedonia. Highly recommend.', 'relative_time_description': 'a week ago'}]",True,41.1355959,22.4833692
42,ChIJ0_qpcz5tVhMRav04DAcF7gg,Кралска винарија „Кралица Марија“,"['food', 'point_of_interest', 'establishment']",Marshal Tito 63,043 446 500,+389 43 446 500,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u200912:00\u202fAM']",http://www.wineryqueenmaria.com/,OPERATIONAL,4.6,592,"[{'review_author': 'dejan tosevski', 'rating': '5', 'text': 'Excellent location on a large area. Large parking lot. Helpful waiters and delicious food. They have one of the best wines in the region.', 'relative_time_description': '2 months ago'}, {'review_author': 'Pete I', 'rating': '5', 'text': ""Amazing place, professional and knowledgeable staff, and very good food. Rooms are new and clean. Food and wine pairing with up to 5 meal courses available. Can't recommend this place enough."", 'relative_time_description': '5 months ago'}, {'review_author': 'Craig Marsh', 'rating': '4', 'text': ""We wanted a wine tasting but it wasn't clear if there was a place to do it and unfortunately they didn't speak enough English to really figure it out.\nWe stayed for a glass of wine in the restaurant which was very good though and the grounds are stunning. Peacocks walking around and lovely views of the vineyards."", 'relative_time_description': 'a year ago'}, {'review_author': 'Biljana Tanevska', 'rating': '3', 'text': 'Polite staff, tasty food, pet friendly. The big problem for me and other clients with children is that smoking is allowed in the restaurant. It was freezing in the rooms.', 'relative_time_description': '11 months ago'}, {'review_author': 'Nikolina', 'rating': '5', 'text': 'Excellent place with great food and exceptional wine list. They have kids menu and closed playground for the youngest. We came here on a rainy day and while we did enjoy the restaurant we had to come back for a second time just to walk around and enjoy the nature.\nIts very beautiful,peaceful and fulfilling', 'relative_time_description': '2 years ago'}]",True,41.41392,22.233563
43,ChIJSR-7IvQjVhMR6wChInri2zA,Markudov Winery,"['food', 'point_of_interest', 'establishment']","5G24+M98, Industriska, Gevgelija",034 214 094,+389 34 214 094,[],,OPERATIONAL,4.9,15,"[{'review_author': 'Angel Petrov', 'rating': '5', 'text': 'Very good', 'relative_time_description': 'a year ago'}, {'review_author': 'Goran Babic', 'rating': '5', 'text': 'Great place, excellent.', 'relative_time_description': 'a month ago'}, {'review_author': 'gorgemandalov', 'rating': '5', 'text': '', 'relative_time_description': '2 years ago'}, {'review_author': 'Nenad Djokovic', 'rating': '5', 'text': '', 'relative_time_description': 'a year ago'}, {'review_author': 'Ratko Todorov', 'rating': '5', 'text': '', 'relative_time_description': '2 years ago'}]",,41.1516572,22.5059438
44,ChIJWTr5fVEcVhMRa0Z81WLKwfs,Valandovo Winery,"['food', 'point_of_interest', 'establishment']","Orce Nikolov 6, Valandovo",034 383 880,+389 34 383 880,"['Monday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20094:00\u202fPM']",https://vizbavalandovo.com.mk/,OPERATIONAL,4.7,16,"[{'review_author': 'Marina Dimova', 'rating': '5', 'text': 'Super', 'relative_time_description': 'a year ago'}, {'review_author': 'Andreja Stamatov', 'rating': '5', 'text': 'Quality comes first', 'relative_time_description': '2 years ago'}, {'review_author': 'Stevo Rajevski', 'rating': '2', 'text': '', 'relative_time_description': 'a year ago'}, {'review_author': 'Bojan Shik', 'rating': '5', 'text': '', 'relative_time_description': '5 years ago'}, {'review_author': 'Slagjan Stajik', 'rating': '5', 'text': '', 'relative_time_description': '5 years ago'}]",,41.3195595,22.5663368
45,ChIJF6O74m0CqhQR5od65h9Ofj0,Dalvina Winery,"['liquor_store', 'storage', 'food', 'point_of_interest', 'store', 'establishment']","R1302, Hamzali",034 375 578,+389 34 375 578,"['Monday: 7:30\u202fAM\u2009–\u20093:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20093:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20093:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20093:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20093:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",http://www.dalvina.com.mk/,OPERATIONAL,4.8,20,"[{'review_author': 'Kiprijan', 'rating': '5', 'text': 'top-grade grapes, exclusive technology, with great love, special assortment of wines!\nI recommend them!\n🍷cheers!', 'relative_time_description': '4 years ago'}, {'review_author': 'Christoph Meyer', 'rating': '5', 'text': 'One of the best wineries in Europe!', 'relative_time_description': '7 months ago'}, {'review_author': 'Lorens Panzov', 'rating': '5', 'text': ""Excellent winery, I don't know which wine is better, they have an excellent barrique of Sirah, Vranac and others"", 'relative_time_description': '3 months ago'}, {'review_author': 'Sergej Delov', 'rating': '5', 'text': 'Excellent wine, very good experience, recommendations for all tourists', 'relative_time_description': 'a year ago'}, {'review_author': 'Robert Martinovski', 'rating': '5', 'text': 'Amphora law, best buy, great quality for decent money', 'relative_time_description': '4 years ago'}]",True,41.4899341,22.7446734
46,ChIJVVVVVQbhqRQR0sMsb07B3_k,AgroLozar AD,"['food', 'point_of_interest', 'establishment']","6MPC+C6C, Crnichani",,,[],,OPERATIONAL,0.0,0,[],,41.2360545,22.6705194
47,ChIJq6qqajYgVhMRrjRWwAnOzN4,Агролозар АД,"['food', 'point_of_interest', 'establishment']","5HRH+JV6, Ring Road, Bogdanci",,,[],,OPERATIONAL,0.0,0,[],,41.19153550000001,22.5796377
48,ChIJW7BhA8xtVhMRkM7Qs5-jusI,Royal winery „Queen Maria“,"['food', 'point_of_interest', 'establishment']","Marshal Tito 63, 1442",070 324 921,+389 70 324 921,"['Monday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200911:00\u202fPM']",https://wineryqueenmaria.com/,OPERATIONAL,4.6,157,"[{'review_author': 'Jelmer W', 'rating': '5', 'text': ""Can't comment on the rooms; only went here for the wine and food.\n\nExcellent price and quality of wines and food. We had a very good experience here with a nice server. We asked for some food and some wines to taste. What followed was a three hour experience in which practically all wines were given to us as well as a rakija.\n\nThe wines are excellent. We also had the cheese / meat platter, a pizza and a salad which were all tasty.\n\nAll of this cost us less than 2500 denar which is a lot less than I would have expected from a place like this. Definitely recommend."", 'relative_time_description': '6 months ago'}, {'review_author': 'Janusz Dobkowski', 'rating': '4', 'text': 'Winery offering also rooms. There are two restaurants available for family events. Located at the entrance to the city. Big park with peacocks walking loose around.', 'relative_time_description': '2 months ago'}, {'review_author': 'Igor Gasenberger (Gas)', 'rating': '5', 'text': 'Very organized and professional winery. Great food and local traditional wines. Every recommendation for this place. Must wist place if you are near by!', 'relative_time_description': '5 months ago'}, {'review_author': 'Knut Grønnvoll', 'rating': '5', 'text': 'Great restaurant with excellent wine and good food. Better wine and service than the more famous Popova Kula for a much better price.', 'relative_time_description': '3 months ago'}, {'review_author': 'Aleksandra Arsova', 'rating': '5', 'text': 'Peaceful and historical winery with an amazing nature around. The hosts were very polite and the food was amazing. The red wine that they produce was very good! Highly recommend this place!', 'relative_time_description': '6 months ago'}]",True,41.4140987,22.233366
